conv,1000000,0.025773234367370605,100
conv,2000000,0.050798180103302004,100
conv,4000000,0.10212291240692138,100
conv,8000000,0.2058371663093567,100
conv,16000000,0.4166832756996155,100
conv,32000000,0.8198492193222046,100
conv,64000000,1.7433648467063905,100
conv,128000000,3.5276839971542358,100
conv,256000000,7.163135547637939,100
conv,512000000,17.704509952068328,100
conv,1024000000,30.843192257881164,100
numba,1000000,0.0014936399459838867,100
numba,2000000,0.0037384843826293946,100
numba,4000000,0.003459596633911133,100
numba,8000000,0.005210483074188232,100
numba,16000000,0.010018086433410645,100
numba,32000000,0.020381100177764892,100
numba,64000000,0.05991020679473877,100
numba,128000000,0.1010837745666504,100
numba,256000000,0.19072898149490355,100
numba,512000000,0.386067111492157,100
numba,1024000000,0.7616079354286194,100
cuda,1000000,0.0008586716651916504,100
cuda,2000000,0.001255009174346924,100
cuda,4000000,0.0018941450119018554,100
cuda,8000000,0.003146934509277344,100
cuda,16000000,0.00720947265625,100
cuda,32000000,0.013749134540557862,100
cuda,64000000,0.027499461174011232,100
cuda,128000000,0.05398874044418335,100
cuda,256000000,0.10458799600601196,100
cuda,512000000,0.20750194787979126,100
cuda,1024000000,0.4265785765647888,100
